file,line,operator,before,after,mutant_id,paper_category
org/apache/commons/lang3/Conversion.java,729,NullifyReturnValue,return FTTF.clone();,return null;,1739,added_other
org/apache/commons/lang3/Conversion.java,725,NullifyReturnValue,return FFTF.clone();,return null;,1737,added_other
org/apache/commons/lang3/Conversion.java,540,NullifyReturnValue,return dst;,return null;,1713,added_other
org/apache/commons/lang3/ArrayFill.java,101,NullifyReturnValue,return a;,return null;,141,added_other
org/apache/commons/lang3/Conversion.java,1199,NullifyReturnValue,return dst;,return null;,1760,added_other
org/apache/commons/lang3/ArraySorter.java,97,NullifyReturnValue,return array;,return null;,173,added_other
org/apache/commons/lang3/ArraySorter.java,125,NullifyReturnValue,return array;,return null;,175,added_other
org/apache/commons/lang3/Conversion.java,747,NullifyReturnValue,return TFTT.clone();,return null;,1746,added_other
org/apache/commons/lang3/Conversion.java,631,NullifyReturnValue,return TTFF.clone();,return null;,1729,added_other
org/apache/commons/lang3/Conversion.java,604,NullifyReturnValue,return FFFF.clone();,return null;,1717,added_other
org/apache/commons/lang3/CharSequenceUtils.java,371,NullifyReturnValue,return ((String) source).toCharArray();,return null;,686,added_other
org/apache/commons/lang3/ArrayFill.java,116,NullifyReturnValue,return a;,return null;,142,added_other
org/apache/commons/lang3/Conversion.java,610,NullifyReturnValue,return FFTT.clone();,return null;,1720,added_other
org/apache/commons/lang3/Conversion.java,750,NullifyReturnValue,return FTTT.clone();,return null;,1747,added_other
org/apache/commons/lang3/Conversion.java,991,NullifyReturnValue,return dst;,return null;,1752,added_other
org/apache/commons/lang3/Conversion.java,606,NullifyReturnValue,return FFFT.clone();,return null;,1718,added_other
org/apache/commons/lang3/ArrayFill.java,86,NullifyReturnValue,return a;,return null;,140,added_other
org/apache/commons/lang3/ArrayFill.java,71,NullifyReturnValue,return a;,return null;,139,added_other
org/apache/commons/lang3/Conversion.java,1479,NullifyReturnValue,return dst;,return null;,1773,added_other
org/apache/commons/lang3/Conversion.java,634,NullifyReturnValue,return TTFT.clone();,return null;,1730,added_other
org/apache/commons/lang3/reflect/TypeUtils.java,572,NullifyReturnValue,return indexesToRemove;,return null;,10911,added_other
org/apache/commons/lang3/util/FluentBitSet.java,546,NullifyReturnValue,return bitSet.toByteArray();,return null;,14005,added_other
org/apache/commons/lang3/Conversion.java,1423,NullifyReturnValue,return dst;,return null;,1770,added_other
org/apache/commons/lang3/CharSequenceUtils.java,377,NullifyReturnValue,return array;,return null;,687,added_other
org/apache/commons/lang3/Conversion.java,717,NullifyReturnValue,return FFFF.clone();,return null;,1733,added_other
org/apache/commons/lang3/Conversion.java,637,NullifyReturnValue,return TTTF.clone();,return null;,1731,added_other
org/apache/commons/lang3/Conversion.java,625,NullifyReturnValue,return TFTF.clone();,return null;,1727,added_other
org/apache/commons/lang3/RandomUtils.java,128,NullifyReturnValue,return secure().randomBytes(count);,return null;,2753,added_other
org/apache/commons/lang3/StringUtils.java,2047,NullifyReturnValue,return string == null ? ArrayUtils.EMPTY_BYTE_ARRAY : string.getBytes(Charsets.toCharset(charset));,return null;,3817,added_other
org/apache/commons/lang3/Conversion.java,1296,NullifyReturnValue,return dst;,return null;,1766,added_other
org/apache/commons/lang3/Conversion.java,612,NullifyReturnValue,return FTFF.clone();,return null;,1721,added_other
org/apache/commons/lang3/StringUtils.java,8974,NullifyReturnValue,return ArrayUtils.EMPTY_INT_ARRAY;,return null;,4083,added_other
org/apache/commons/lang3/Conversion.java,1393,NullifyReturnValue,return dst;,return null;,1768,added_other
org/apache/commons/lang3/Conversion.java,721,NullifyReturnValue,return FTFF.clone();,return null;,1735,added_other
org/apache/commons/lang3/Conversion.java,753,NullifyReturnValue,return TTTT.clone();,return null;,1748,added_other
org/apache/commons/lang3/SerializationUtils.java,226,NullifyReturnValue,return baos.toByteArray();,return null;,3020,added_other
org/apache/commons/lang3/StringUtils.java,8971,NullifyReturnValue,return null;,return null;,4082,added_other
org/apache/commons/lang3/Conversion.java,1266,NullifyReturnValue,return dst;,return null;,1764,added_other
org/apache/commons/lang3/Conversion.java,1287,NullifyReturnValue,return dst;,return null;,1765,added_other
org/apache/commons/lang3/CharSequenceUtils.java,368,NullifyReturnValue,return ArrayUtils.EMPTY_CHAR_ARRAY;,return null;,685,added_other
org/apache/commons/lang3/Conversion.java,616,NullifyReturnValue,return FTTF.clone();,return null;,1723,added_other
org/apache/commons/lang3/Conversion.java,614,NullifyReturnValue,return FTFT.clone();,return null;,1722,added_other
